ID,Org_ID,Employee_ID,Leave_Start_Date,Leave_End_Date,Leave_Type
161,1,141,2026-04-02,2026-04-02,Full Day Leave
162,1,143,2026-03-02,2026-03-02,Half Day Leave
163,1,143,2026-03-10,2026-03-10,Half Day Leave
164,1,144,2026-03-22,2026-03-22,Full Day Leave
165,1,145,2026-03-16,2026-03-16,Full Day Leave
166,1,148,2026-03-10,2026-03-10,Full Day Leave
167,1,148,2026-03-18,2026-03-18,Full Day Leave
168,1,148,2026-04-02,2026-04-02,Full Day Leave
169,1,149,2026-03-08,2026-03-08,Half Day Leave
170,1,150,2026-03-19,2026-03-19,Full Day Leave
171,1,150,2026-04-01,2026-04-01,Half Day Leave
172,1,151,2026-03-12,2026-03-12,Full Day Leave
173,1,152,2026-03-26,2026-03-26,Full Day Leave
174,1,153,2026-03-18,2026-03-18,Full Day Leave
175,1,154,2026-03-03,2026-03-04,Full Day Leave
176,1,155,2026-03-04,2026-03-04,Full Day Leave
177,1,155,2026-03-18,2026-03-18,Full Day Leave
178,1,158,2026-03-01,2026-03-01,Half Day Leave
179,1,158,2026-03-30,2026-03-30,Full Day Leave
180,1,158,2026-04-02,2026-04-02,Full Day Leave
181,1,158,2026-04-02,2026-04-02,Full Day Leave
182,1,159,2026-03-25,2026-03-25,Full Day Leave
183,1,160,2026-03-22,2026-03-22,Half Day Leave
184,1,161,2026-03-05,2026-03-05,Full Day Leave
185,1,161,2026-03-08,2026-03-08,Full Day Leave
186,1,161,2026-03-24,2026-03-24,Half Day Leave
187,1,162,2026-03-08,2026-03-09,Full Day Leave
188,1,163,2026-03-04,2026-03-04,Full Day Leave
189,1,163,2026-03-19,2026-03-19,Full Day Leave
190,1,163,2026-04-01,2026-04-01,Full Day Leave
191,1,164,2026-04-02,2026-04-02,Full Day Leave
192,1,166,2026-03-17,2026-03-17,Full Day Leave
193,1,167,2026-04-01,2026-04-01,Half Day Leave
194,1,168,2026-03-05,2026-03-05,Full Day Leave
195,1,169,2026-03-12,2026-03-12,Half Day Leave
196,1,170,2026-03-23,2026-03-23,Half Day Leave
197,1,171,2026-03-04,2026-03-04,Full Day Leave
198,1,172,2026-03-05,2026-03-05,Full Day Leave
199,1,172,2026-03-30,2026-03-30,Full Day Leave
200,1,172,2026-03-31,2026-03-31,Full Day Leave
201,1,173,2026-03-25,2026-03-25,Full Day Leave
202,1,174,2026-03-04,2026-03-04,Full Day Leave
203,1,177,2026-03-11,2026-03-11,Half Day Leave
204,1,180,2026-03-19,2026-03-22,Full Day Leave
205,1,180,2026-03-24,2026-03-24,Full Day Leave
206,1,180,2026-03-30,2026-03-30,Half Day Leave
207,1,182,2026-03-08,2026-03-08,Full Day Leave
208,1,183,2026-03-04,2026-03-04,Full Day Leave
209,1,183,2026-03-11,2026-03-11,Full Day Leave
210,1,185,2026-03-03,2026-03-03,Full Day Leave
211,1,185,2026-03-24,2026-03-24,Full Day Leave
212,1,185,2026-04-02,2026-04-02,Full Day Leave
213,1,188,2026-03-17,2026-03-17,Half Day Leave
214,1,189,2026-03-08,2026-03-08,Half Day Leave
215,1,189,2026-03-17,2026-03-17,Full Day Leave
216,1,189,2026-03-26,2026-03-29,Full Day Leave
217,1,192,2026-03-11,2026-03-11,Full Day Leave
218,1,192,2026-03-23,2026-03-23,Full Day Leave
219,1,193,2026-03-08,2026-03-08,Half Day Leave
220,1,195,2026-03-26,2026-03-29,Full Day Leave
221,1,196,2026-03-29,2026-03-29,Full Day Leave
222,1,197,2026-04-01,2026-04-01,Full Day Leave
223,1,199,2026-03-16,2026-03-17,Full Day Leave
224,1,199,2026-03-25,2026-03-25,Half Day Leave
225,1,199,2026-04-01,2026-04-01,Full Day Leave
226,1,202,2026-03-04,2026-03-04,Full Day Leave
227,1,202,2026-03-05,2026-03-05,Full Day Leave
228,1,203,2026-03-02,2026-03-02,Full Day Leave
229,1,203,2026-03-15,2026-03-15,Full Day Leave
230,1,204,2026-03-05,2026-03-05,Full Day Leave
231,1,207,2026-03-10,2026-03-10,Full Day Leave
232,1,208,2026-03-25,2026-03-25,Full Day Leave
233,1,209,2026-03-05,2026-03-05,Full Day Leave
234,1,211,2026-03-10,2026-03-10,Full Day Leave
235,1,211,2026-03-31,2026-03-31,Full Day Leave
236,1,215,2026-03-11,2026-03-12,Full Day Leave
237,1,215,2026-03-18,2026-03-18,Full Day Leave
238,1,218,2026-03-04,2026-03-04,Full Day Leave
239,1,219,2026-03-02,2026-03-03,Full Day Leave
240,1,219,2026-03-10,2026-03-10,Full Day Leave
241,1,220,2026-03-12,2026-03-12,Full Day Leave
242,1,221,2026-03-18,2026-03-18,Half Day Leave
243,1,222,2026-03-15,2026-03-15,Half Day Leave
244,1,223,2026-03-12,2026-03-12,Half Day Leave
245,1,223,2026-03-31,2026-03-31,Full Day Leave
246,1,224,2026-04-02,2026-04-02,Full Day Leave
247,1,225,2026-03-17,2026-03-17,Full Day Leave
248,1,225,2026-03-25,2026-03-25,Full Day Leave
249,1,227,2026-03-09,2026-03-10,Full Day Leave
250,1,228,2026-03-12,2026-03-12,Half Day Leave
251,1,229,2026-03-31,2026-03-31,Full Day Leave
252,1,231,2026-03-15,2026-03-15,Full Day Leave
253,1,232,2026-03-18,2026-03-18,Half Day Leave
254,1,235,2026-03-08,2026-03-08,Half Day Leave
255,1,235,2026-03-09,2026-03-09,Full Day Leave
256,1,239,2026-03-04,2026-03-04,Half Day Leave
257,1,239,2026-03-17,2026-03-17,Full Day Leave
258,1,240,2026-03-16,2026-03-16,Full Day Leave
259,1,240,2026-03-17,2026-03-17,Full Day Leave
260,1,243,2026-03-22,2026-03-22,Full Day Leave
261,1,244,2026-03-05,2026-03-05,Full Day Leave
262,1,244,2026-03-18,2026-03-19,Full Day Leave
263,1,245,2026-03-23,2026-03-23,Full Day Leave
264,1,246,2026-03-19,2026-03-19,Full Day Leave
265,1,247,2026-03-29,2026-03-29,Full Day Leave
266,1,248,2026-03-31,2026-04-01,Full Day Leave
267,1,252,2026-03-05,2026-03-05,Full Day Leave
268,1,253,2026-03-25,2026-03-25,Full Day Leave
269,1,255,2026-03-15,2026-03-16,Full Day Leave
270,1,256,2026-03-12,2026-03-12,Half Day Leave
271,1,258,2026-03-03,2026-03-03,Full Day Leave
272,1,258,2026-03-04,2026-03-04,Full Day Leave
273,1,259,2026-03-12,2026-03-12,Full Day Leave
274,1,260,2026-04-01,2026-04-01,Full Day Leave
275,1,264,2026-03-03,2026-03-03,Full Day Leave
276,1,265,2026-03-24,2026-03-24,Full Day Leave
277,1,267,2026-03-02,2026-03-03,Full Day Leave
278,1,267,2026-03-30,2026-03-30,Half Day Leave
279,1,269,2026-03-04,2026-03-04,Half Day Leave
280,1,270,2026-03-31,2026-03-31,Full Day Leave
281,1,272,2026-03-17,2026-03-17,Full Day Leave
282,1,274,2026-03-15,2026-03-15,Full Day Leave
283,1,276,2026-03-16,2026-03-16,Half Day Leave
284,1,285,2026-03-26,2026-03-26,Full Day Leave
285,1,287,2026-03-17,2026-03-17,Half Day Leave
286,1,287,2026-03-23,2026-03-23,Half Day Leave
287,1,291,2026-03-01,2026-03-01,Full Day Leave
288,1,295,2026-03-31,2026-03-31,Full Day Leave
289,1,296,2026-03-04,2026-03-04,Half Day Leave
290,1,296,2026-03-05,2026-03-05,Full Day Leave
291,1,296,2026-04-02,2026-04-02,Full Day Leave
292,1,297,2026-03-25,2026-03-25,Full Day Leave
293,1,298,2026-03-31,2026-03-31,Full Day Leave
294,1,301,2026-03-10,2026-03-11,Full Day Leave
295,1,301,2026-03-22,2026-03-22,Half Day Leave
296,1,304,2026-03-03,2026-03-04,Full Day Leave
297,1,307,2026-03-15,2026-03-15,Full Day Leave
298,1,307,2026-03-24,2026-03-24,Full Day Leave
299,1,310,2026-03-31,2026-03-31,Half Day Leave
300,1,311,2026-03-04,2026-03-04,Full Day Leave
301,1,311,2026-03-09,2026-03-09,Half Day Leave
302,1,313,2026-03-29,2026-03-30,Full Day Leave
303,1,315,2026-03-04,2026-03-04,Full Day Leave
304,1,315,2026-03-16,2026-03-16,Full Day Leave
305,1,318,2026-03-03,2026-03-03,Half Day Leave
306,1,322,2026-03-01,2026-03-01,Half Day Leave
307,1,322,2026-03-02,2026-03-03,Full Day Leave
308,1,332,2026-04-02,2026-04-02,Full Day Leave
309,1,335,2026-03-15,2026-03-15,Full Day Leave
310,1,337,2026-03-23,2026-03-23,Full Day Leave
311,1,339,2026-03-01,2026-03-01,Full Day Leave
312,1,342,2026-03-19,2026-03-19,Full Day Leave
313,2,1,2026-03-03,2026-03-03,Full Day Leave
314,2,3,2026-03-22,2026-03-22,Full Day Leave
315,2,4,2026-03-08,2026-03-08,Half Day Leave
316,2,5,2026-03-03,2026-03-04,Full Day Leave
317,2,6,2026-03-26,2026-03-26,Full Day Leave
318,2,7,2026-03-15,2026-03-15,Half Day Leave
319,2,10,2026-03-01,2026-03-01,Half Day Leave
320,2,10,2026-03-15,2026-03-15,Full Day Leave
321,2,10,2026-03-23,2026-03-23,Full Day Leave
322,2,13,2026-03-12,2026-03-12,Half Day Leave
323,2,14,2026-03-25,2026-03-25,Full Day Leave
324,2,15,2026-03-15,2026-03-15,Full Day Leave
325,2,15,2026-03-17,2026-03-18,Full Day Leave
326,2,16,2026-03-17,2026-03-18,Full Day Leave
327,2,17,2026-04-01,2026-04-02,Full Day Leave
328,2,18,2026-04-01,2026-04-01,Full Day Leave
329,2,23,2026-03-12,2026-03-12,Full Day Leave
330,2,23,2026-03-29,2026-03-29,Full Day Leave
331,2,25,2026-03-25,2026-03-25,Full Day Leave
332,2,26,2026-03-29,2026-03-29,Full Day Leave
333,2,28,2026-03-16,2026-03-16,Full Day Leave
334,2,28,2026-03-22,2026-03-22,Full Day Leave
335,2,29,2026-03-24,2026-03-24,Half Day Leave
336,2,29,2026-04-01,2026-04-01,Half Day Leave
337,2,30,2026-03-05,2026-03-05,Full Day Leave
338,2,30,2026-03-24,2026-03-24,Full Day Leave
339,2,30,2026-03-26,2026-03-26,Full Day Leave
340,2,31,2026-03-15,2026-03-15,Full Day Leave
341,2,32,2026-03-01,2026-03-01,Full Day Leave
342,2,33,2026-03-19,2026-03-19,Full Day Leave
343,2,33,2026-03-22,2026-03-22,Full Day Leave
344,2,34,2026-03-17,2026-03-17,Half Day Leave
345,2,36,2026-03-25,2026-03-25,Full Day Leave
346,2,36,2026-03-26,2026-03-26,Full Day Leave
347,2,37,2026-04-02,2026-04-02,Full Day Leave
348,2,38,2026-03-12,2026-03-12,Full Day Leave
349,2,38,2026-03-16,2026-03-16,Full Day Leave
350,2,38,2026-04-01,2026-04-01,Full Day Leave
351,2,41,2026-03-05,2026-03-05,Full Day Leave
352,2,41,2026-03-09,2026-03-09,Half Day Leave
353,2,42,2026-03-31,2026-03-31,Full Day Leave
354,2,43,2026-03-10,2026-03-10,Half Day Leave
355,2,44,2026-03-10,2026-03-11,Full Day Leave
356,2,45,2026-03-15,2026-03-15,Full Day Leave
357,2,46,2026-03-30,2026-03-30,Half Day Leave
358,2,47,2026-03-30,2026-03-30,Half Day Leave
359,2,49,2026-03-11,2026-03-11,Full Day Leave
360,2,51,2026-03-08,2026-03-08,Full Day Leave
361,2,51,2026-03-11,2026-03-11,Full Day Leave
362,2,52,2026-03-03,2026-03-03,Full Day Leave
363,2,52,2026-03-31,2026-03-31,Full Day Leave
364,2,52,2026-04-02,2026-04-02,Full Day Leave
365,2,53,2026-03-03,2026-03-03,Full Day Leave
366,2,54,2026-03-23,2026-03-23,Half Day Leave
367,2,55,2026-03-23,2026-03-23,Full Day Leave
368,2,56,2026-03-01,2026-03-01,Full Day Leave
369,2,59,2026-03-09,2026-03-09,Half Day Leave
370,2,60,2026-03-22,2026-03-22,Full Day Leave
371,2,61,2026-03-11,2026-03-12,Full Day Leave
372,2,61,2026-03-24,2026-03-24,Full Day Leave
373,2,61,2026-03-30,2026-03-30,Half Day Leave
374,2,61,2026-03-31,2026-03-31,Full Day Leave
375,2,62,2026-03-18,2026-03-19,Full Day Leave
376,2,62,2026-03-30,2026-03-30,Full Day Leave
377,2,63,2026-03-05,2026-03-05,Full Day Leave
378,2,64,2026-04-01,2026-04-01,Full Day Leave
379,2,65,2026-04-02,2026-04-02,Full Day Leave
380,2,66,2026-03-03,2026-03-03,Half Day Leave
381,2,66,2026-03-18,2026-03-18,Half Day Leave
382,2,67,2026-03-19,2026-03-19,Half Day Leave
383,2,67,2026-03-25,2026-03-25,Full Day Leave
384,2,68,2026-03-03,2026-03-03,Full Day Leave
385,2,69,2026-04-02,2026-04-02,Full Day Leave
386,2,70,2026-03-24,2026-03-24,Full Day Leave
387,2,71,2026-04-01,2026-04-02,Full Day Leave
388,2,77,2026-03-15,2026-03-15,Full Day Leave
389,2,77,2026-03-24,2026-03-24,Full Day Leave
390,2,80,2026-03-11,2026-03-11,Full Day Leave
391,2,80,2026-03-22,2026-03-22,Full Day Leave
392,2,81,2026-03-22,2026-03-22,Full Day Leave
393,2,81,2026-03-26,2026-03-26,Half Day Leave
394,2,89,2026-03-19,2026-03-19,Half Day Leave
395,2,91,2026-03-22,2026-03-22,Full Day Leave
396,2,92,2026-03-02,2026-03-02,Full Day Leave
397,2,92,2026-03-16,2026-03-16,Full Day Leave
398,2,94,2026-03-10,2026-03-10,Full Day Leave
399,2,94,2026-03-23,2026-03-23,Full Day Leave
400,2,97,2026-03-17,2026-03-17,Full Day Leave
401,2,99,2026-04-02,2026-04-02,Full Day Leave
402,2,100,2026-03-02,2026-03-02,Full Day Leave
403,2,100,2026-03-12,2026-03-12,Full Day Leave
404,2,100,2026-03-18,2026-03-18,Full Day Leave
405,2,101,2026-03-02,2026-03-02,Full Day Leave
406,2,101,2026-04-02,2026-04-02,Full Day Leave
407,2,103,2026-03-08,2026-03-08,Full Day Leave
408,2,103,2026-04-01,2026-04-01,Full Day Leave
409,2,104,2026-03-12,2026-03-12,Full Day Leave
410,2,105,2026-03-11,2026-03-11,Full Day Leave
411,2,107,2026-03-08,2026-03-08,Full Day Leave
412,2,108,2026-03-23,2026-03-23,Full Day Leave
413,2,109,2026-03-03,2026-03-03,Full Day Leave
414,2,113,2026-03-09,2026-03-09,Full Day Leave
415,2,114,2026-03-01,2026-03-01,Full Day Leave
416,2,114,2026-03-26,2026-03-26,Half Day Leave
417,2,117,2026-03-25,2026-03-25,Full Day Leave
418,2,119,2026-03-25,2026-03-25,Full Day Leave
419,2,120,2026-03-15,2026-03-15,Full Day Leave
420,2,121,2026-03-01,2026-03-01,Full Day Leave
421,2,121,2026-03-25,2026-03-25,Full Day Leave
422,2,122,2026-03-23,2026-03-23,Full Day Leave
423,2,124,2026-03-11,2026-03-11,Half Day Leave
424,2,124,2026-03-15,2026-03-15,Half Day Leave
425,2,124,2026-04-01,2026-04-01,Full Day Leave
426,2,124,2026-04-02,2026-04-02,Full Day Leave
427,2,125,2026-03-19,2026-03-19,Half Day Leave
428,2,126,2026-03-16,2026-03-16,Full Day Leave
429,2,127,2026-03-05,2026-03-05,Full Day Leave
430,2,127,2026-03-17,2026-03-17,Full Day Leave
431,2,128,2026-03-02,2026-03-02,Full Day Leave
432,2,128,2026-03-05,2026-03-05,Half Day Leave
433,2,128,2026-03-26,2026-03-26,Full Day Leave
434,2,128,2026-03-31,2026-03-31,Half Day Leave
435,2,131,2026-03-15,2026-03-15,Full Day Leave
436,2,133,2026-03-01,2026-03-02,Full Day Leave
437,2,136,2026-03-03,2026-03-03,Half Day Leave
438,2,136,2026-03-22,2026-03-22,Full Day Leave
439,2,138,2026-03-04,2026-03-05,Full Day Leave
440,2,139,2026-03-17,2026-03-17,Full Day Leave
441,2,139,2026-03-30,2026-03-30,Half Day Leave
442,2,140,2026-03-11,2026-03-11,Full Day Leave
443,2,141,2026-03-19,2026-03-19,Full Day Leave
444,2,142,2026-03-10,2026-03-10,Full Day Leave
445,2,143,2026-03-12,2026-03-12,Half Day Leave
446,2,144,2026-03-24,2026-03-24,Full Day Leave
447,2,144,2026-04-02,2026-04-02,Half Day Leave
448,2,145,2026-03-03,2026-03-03,Full Day Leave
449,2,145,2026-03-11,2026-03-11,Full Day Leave
450,2,148,2026-03-05,2026-03-05,Full Day Leave
451,2,150,2026-03-22,2026-03-22,Full Day Leave
452,2,150,2026-03-24,2026-03-24,Full Day Leave
453,2,151,2026-03-15,2026-03-15,Full Day Leave
454,2,151,2026-03-26,2026-03-26,Full Day Leave
455,2,152,2026-03-12,2026-03-15,Full Day Leave
456,2,152,2026-03-29,2026-03-29,Full Day Leave
457,2,153,2026-03-02,2026-03-02,Full Day Leave
458,2,153,2026-03-11,2026-03-11,Full Day Leave
459,2,153,2026-03-19,2026-03-19,Full Day Leave
460,2,154,2026-03-12,2026-03-12,Full Day Leave
461,2,155,2026-03-17,2026-03-17,Full Day Leave
462,2,155,2026-03-24,2026-03-24,Full Day Leave
463,2,157,2026-04-02,2026-04-02,Full Day Leave
464,2,158,2026-03-12,2026-03-12,Full Day Leave
465,2,158,2026-03-23,2026-03-23,Half Day Leave
466,2,158,2026-04-02,2026-04-02,Full Day Leave
467,2,159,2026-03-31,2026-03-31,Full Day Leave
468,2,160,2026-03-03,2026-03-03,Full Day Leave
469,2,162,2026-03-04,2026-03-04,Full Day Leave
470,2,162,2026-03-30,2026-03-30,Full Day Leave
471,2,163,2026-03-02,2026-03-02,Full Day Leave
472,2,163,2026-03-12,2026-03-12,Full Day Leave
473,2,163,2026-03-19,2026-03-19,Full Day Leave
474,2,165,2026-03-09,2026-03-09,Full Day Leave
475,2,166,2026-03-17,2026-03-17,Full Day Leave
476,2,167,2026-03-10,2026-03-10,Half Day Leave
477,2,167,2026-03-23,2026-03-24,Full Day Leave
478,2,167,2026-03-26,2026-03-26,Full Day Leave
479,2,168,2026-03-02,2026-03-02,Full Day Leave
480,2,174,2026-03-16,2026-03-16,Full Day Leave
481,2,174,2026-03-18,2026-03-18,Full Day Leave
482,2,175,2026-04-02,2026-04-02,Full Day Leave
483,2,177,2026-03-17,2026-03-17,Half Day Leave
484,2,179,2026-03-09,2026-03-09,Full Day Leave
485,2,179,2026-04-02,2026-04-02,Full Day Leave
486,2,180,2026-03-22,2026-03-22,Full Day Leave
487,2,181,2026-03-05,2026-03-05,Full Day Leave
488,2,182,2026-03-24,2026-03-24,Full Day Leave
489,2,184,2026-03-16,2026-03-16,Full Day Leave
490,2,185,2026-03-09,2026-03-09,Full Day Leave
491,2,185,2026-03-12,2026-03-12,Full Day Leave
492,2,185,2026-03-23,2026-03-24,Full Day Leave
493,2,186,2026-03-24,2026-03-24,Full Day Leave
494,2,187,2026-03-31,2026-03-31,Full Day Leave
495,2,188,2026-03-05,2026-03-08,Full Day Leave
496,2,188,2026-03-10,2026-03-10,Full Day Leave
497,2,188,2026-03-12,2026-03-12,Full Day Leave
